申请学校,学位,专业,申请结果,入学年份,入学学期,通知时间,IELTS,本科学校档次,本科专业,本科成绩和算法，排名,其他说明,url
University of Edinburgh,MS,Finance and Investment,offer,2016,Fall,2015-11-11,,,Finance,87,3个水实习，2个校奖，2个校园活动；,http://bbs.gter.net/forum.php?mod=viewthread&tid=1891578&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Kings College London,MS,Banking and Finance,offer,2016,Fall,2015-11-05,,,Finance,87,3个水实习，2个校奖，2个校园活动；,http://bbs.gter.net/forum.php?mod=viewthread&tid=1891578&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Durham University,MS,Finance and Investment,offer,2016,Fall,2015-10-30,,,Finance,87,3个水实习，2个校奖，2个校园活动；,http://bbs.gter.net/forum.php?mod=viewthread&tid=1891578&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Bristol,MS,Finance and Investment,offer,2016,Fall,2015-10-30,,,Finance,87,3个水实习，2个校奖，2个校园活动；,http://bbs.gter.net/forum.php?mod=viewthread&tid=1891578&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Cardiff University,MS,Childhood and Youth,offer,2016,Fall,2015-11-12,,211,Social Work,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1894702&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Leicester,MA,Contemporary Sociology,offer,2016,Fall,2015-11-18,,211,Social Work,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1894702&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Sussex,MA,Childhood and Youth Studies,offer,2016,Fall,2015-11-27,,211,Social Work,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1894702&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Loughborough University,MS,Mathematicial Finance,offer,2016,Fall,2015-12-02,,211,数学与应用数学,83（算数）,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1899587&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University College London,MS,Computer Systems Networking and Telecommunications,AD无奖,2016,Fall,2015-11-23,,211,通信工程,85,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1894263&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of St Andrews,MS,Management Information Technology,AD无奖,2016,Fall,2015-11-10,,211,通信工程,85,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1894263&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
London School of Economics and Political,MS,Global Media and Communications & Media and Communications (Data and society),offer,2015,Fall,2015-04-17,,211,广播电视新闻学,3.75/4.0；90；Top1,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1822397&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Kings College London,MS,Human Resource Management & Organisational Analysis,offer,2016,Fall,2015-11-30,,211 & 985,人力资源管理,3.76/4(均分90)，4th,暑期学校，咨询公司相关实习，竞赛获奖，3年校级奖学金,http://bbs.gter.net/forum.php?mod=viewthread&tid=1908888&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,MS,Geographical Information Science,AD无奖,2015,Fall,2015-03-20,,211,土地资源管理,3.49,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1832095&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Manchester,MS,"Urban, Community and Regional Planning",AD无奖,2015,Fall,2015-03-05,,211,土地资源管理,3.49,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1832095&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Cardiff University,MS,"Urban, Community and Regional Planning",AD无奖,2015,Fall,2015-03-04,,211,土地资源管理,3.49,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1832095&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Melbourne,MS,"Urban, Community and Regional Planning",AD无奖,2015,Summer,2015-05-18,,211,土地资源管理,3.49,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1832095&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University Of Southampton,MS,Embedded Systems,AD无奖,2016,Fall,2015-11-19,,双非,自动化,82.5 23/174,有专业相关实习经验和省级比赛证书，找的正副院长写的推荐信。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1898560&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Manchester,MS,Advanced Control and Systems Engineering,AD无奖,2016,Fall,2015-10-29,,双非,自动化,82.5 23/174,有专业相关实习经验和省级比赛证书，找的正副院长写的推荐信。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1898560&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Nottingham,MS,Electronic Communications and Computer Engineering,AD无奖,2016,Fall,2015-10-30,,双非,自动化,82.5 23/174,有专业相关实习经验和省级比赛证书，找的正副院长写的推荐信。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1898560&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Surrey,MS,Signal Processing and Machine Intelligence,AD无奖,2016,Fall,2015-10-26,,双非,自动化,82.5 23/174,有专业相关实习经验和省级比赛证书，找的正副院长写的推荐信。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1898560&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Liverpool,MS,Telecommunications and Wireless Systems,AD无奖,2016,Fall,2015-10-26,,双非,自动化,82.5 23/174,有专业相关实习经验和省级比赛证书，找的正副院长写的推荐信。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1898560&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Newcastle University,MS,Automation and Control,AD无奖,2016,Fall,2015-09-26,,双非,自动化,82.5 23/174,有专业相关实习经验和省级比赛证书，找的正副院长写的推荐信。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1898560&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Bristol,MS,Optical Communications and Signal Processing,被拒,2016,Fall,2015-11-27,,双非,自动化,82.5 23/174,有专业相关实习经验和省级比赛证书，找的正副院长写的推荐信。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1898560&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,MS,Signal Processing and Communications,被拒,2016,Fall,2015-10-10,,双非,自动化,82.5 23/174,有专业相关实习经验和省级比赛证书，找的正副院长写的推荐信。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1898560&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University Of Southampton,MS,"Control, Systems and Signal Processing",被拒,2016,Fall,2015-11-02,,双非,自动化,82.5 23/174,有专业相关实习经验和省级比赛证书，找的正副院长写的推荐信。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1898560&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,MS,High Performance Computing with Data Science,AD无奖,2016,Fall,2015-09-29,,双非,计算机科学与技术,"GPA 3.42, 算术平均分85.2",一次国家奖学金，一次国家励志奖学金，一个省优秀学生干部，院学生会主席。几个学科竞赛的国家级奖项，就酱。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1885503&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Newcastle University,MS,Advanced Computer Science,AD小奖,2016,Fall,2015-07-28,,双非,计算机科学与技术,"GPA 3.42, 算术平均分85.2",一次国家奖学金，一次国家励志奖学金，一个省优秀学生干部，院学生会主席。几个学科竞赛的国家级奖项，就酱。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1885503&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Cardiff University,MS,Advanced Computer Science with Placement,AD无奖,2016,Fall,2015-07-31,,双非,计算机科学与技术,"GPA 3.42, 算术平均分85.2",一次国家奖学金，一次国家励志奖学金，一个省优秀学生干部，院学生会主席。几个学科竞赛的国家级奖项，就酱。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1885503&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Liverpool,MS,Advanced Computer Science,AD无奖,2016,Fall,2015-09-17,,双非,计算机科学与技术,"GPA 3.42, 算术平均分85.2",一次国家奖学金，一次国家励志奖学金，一个省优秀学生干部，院学生会主席。几个学科竞赛的国家级奖项，就酱。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1885503&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University Of Southampton,MS,Computer Science,AD无奖,2016,Fall,2015-10-13,,双非,计算机科学与技术,"GPA 3.42, 算术平均分85.2",一次国家奖学金，一次国家励志奖学金，一个省优秀学生干部，院学生会主席。几个学科竞赛的国家级奖项，就酱。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1885503&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Lancaster University,MS,Computer Science,AD无奖,2016,Fall,2015-07-29,,双非,计算机科学与技术,"GPA 3.42, 算术平均分85.2",一次国家奖学金，一次国家励志奖学金，一个省优秀学生干部，院学生会主席。几个学科竞赛的国家级奖项，就酱。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1885503&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Loughborough University,MS,Advanced Computer Science,AD无奖,2016,Fall,2015-07-17,,双非,计算机科学与技术,"GPA 3.42, 算术平均分85.2",一次国家奖学金，一次国家励志奖学金，一个省优秀学生干部，院学生会主席。几个学科竞赛的国家级奖项，就酱。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1885503&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Manchester,MS,Advanced Computer Science,AD无奖,2016,Fall,2015-11-17,,双非,计算机科学与技术,"GPA 3.42, 算术平均分85.2",一次国家奖学金，一次国家励志奖学金，一个省优秀学生干部，院学生会主席。几个学科竞赛的国家级奖项，就酱。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1885503&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of East Anglia,MA,Film and Video Studies,offer,2016,Fall,2015-11-24,,双非,传媒,3.4，3/192,拿过优秀班干部奖学金，两次国家励志奖学金，优秀毕业生。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1893779&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,LLM,International Law,offer,2016,Fall,2015-11-12,,双非,法学,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1898639&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of York,LLM,International?Corporate?Governance?and?Commercial Law,offer,2016,Fall,2015-10-23,,双非,法学,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1898639&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Kings College London,LLM,LLM,offer,2016,Fall,2015-11-19,,211,法学,3.54/4.5,一篇论文、两次法院实习、公司法务部门实习,http://bbs.gter.net/forum.php?mod=viewthread&tid=1893250&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Manchester,LLM,Intellectual Property Law,offer,2016,Fall,2015-11-06,,211,法学,3.54/4.5,一篇论文、两次法院实习、公司法务部门实习,http://bbs.gter.net/forum.php?mod=viewthread&tid=1893250&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Bristol,LLM,International Commerical Law,offer,2016,Fall,2015-10-13,,211,法学,3.54/4.5,一篇论文、两次法院实习、公司法务部门实习,http://bbs.gter.net/forum.php?mod=viewthread&tid=1893250&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Nottingham,LLM,international Commerical Law,offer,2016,Fall,2015-09-24,,211,法学,3.54/4.5,一篇论文、两次法院实习、公司法务部门实习,http://bbs.gter.net/forum.php?mod=viewthread&tid=1893250&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Kings College London,MS,Drug Development Science,offer,2016,Fall,2015-11-20,,211,药物化学,80,"4个实习，1个500强 一个行业内top2外企，1个在医院，1个在大学实验室。
无论文无牛推。
有2个mooc证书和2个相关行业内证书。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1893177&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
"Queen Mary, University of London",MS,Clinical drug development,offer,2016,Fall,2015-11-21,,211,药物化学,80,"4个实习，1个500强 一个行业内top2外企，1个在医院，1个在大学实验室。
无论文无牛推。
有2个mooc证书和2个相关行业内证书。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1893177&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Sheffield,MS,Clinical Research,offer,2016,Fall,2015-12-01,,211,药物化学,80,"4个实习，1个500强 一个行业内top2外企，1个在医院，1个在大学实验室。
无论文无牛推。
有2个mooc证书和2个相关行业内证书。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1893177&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University Of Southampton,MRes,Clinical and Health Research,被拒,2016,Fall,2015-12-17,,211,药物化学,80,"4个实习，1个500强 一个行业内top2外企，1个在医院，1个在大学实验室。
无论文无牛推。
有2个mooc证书和2个相关行业内证书。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1893177&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Swansea University,MA,Chinese-English Translation and Language Teaching,offer,2016,Fall,2015-11-25,,双非,对外汉语,3.2 82加权平均分,推荐信一封是香港浸会大学的老师写得 另一封是学院副院长 平时实习很多 各种助教机会还有在学校教务处实习等,http://bbs.gter.net/forum.php?mod=viewthread&tid=1894177&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
City University London,MS,investment management,AD无奖,2016,Fall,2015-11-30,,211 & 985,,3.6,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1899126&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Durham University,LLM,master of laws,offer,2016,Fall,2015-12-01,,双非,海商法,LSAC:S，3.82/4,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1899226&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Bristol,MS,Public Policy Analysis,offer,2016,Fall,2015-11-16,,中国青年政治学院,社会工作,3.04/4  82.33/100,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1891657&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Leeds,MS,social policy,offer,2016,Fall,2015-12-24,,中国青年政治学院,社会工作,3.04/4  82.33/100,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1891657&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of York,MS,social policy,offer,2016,Fall,2015-12-09,,中国青年政治学院,社会工作,3.04/4  82.33/100,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1891657&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Manchester,MA,linguistics,AD无奖,2016,Fall,2015-11-24,,双非,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1894565&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Illinois at Urbana-Champai,MA,Landscape Architecture,AD无奖,2015,Fall,2015-03-14,,211,景观建筑设计,3.87,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1861413&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Melbourne,MA,Landscape Architecture,offer,2015,Fall,2015-01-30,,211,景观建筑设计,3.87,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1861413&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Sheffield,MA,Landscape Architecture,offer,2015,Fall,2014-12-17,,211,景观建筑设计,3.87,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1861413&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,MA,Landscape Architecture,offer,2015,Fall,2014-12-06,,211,景观建筑设计,3.87,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1861413&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Bath,MA,Landscape Architecture,offer,2015,Fall,2014-11-09,,211,景观建筑设计,3.87,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1861413&extra=page%3D12%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
